Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,shouldGetBucketByName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,shouldStoreFileInBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,shouldStoreObjectEncrypted,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,shouldGetEncryptedObject,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,shouldGetFile,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,shouldGetFileWithSlashAtStart,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,shouldSetAndGetTags,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,shouldCopyObject,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,shouldCopyObjectEncrypted,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,shouldDeleteObject,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,shouldDeleteBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,shouldCreateMultipartUploadFolder,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,shouldCreateMultipartUploadFolderIfBucketExists,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,shouldFinishUpload,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,hasValidMetadata,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,returnsValidPartsFromMultipart,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,listsMultipartUploads,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,abortMultipartUpload,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,missingUploadPreparation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,getObject,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,getObjectsForParentDirectory,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,getObjectsForPartialPrefix,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,getObjectsForEmptyPrefix,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.domain,FileStoreTest,getObjectsForNullPrefix,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.domain,ObjectRefTest,fromPrefixedCopySourceString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.domain,ObjectRefTest,fromCopySourceString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock,KeyEncodingTest,testKeyEncoding,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
S3Mock,com.adobe.testing.s3mock,KeyEncodingTest,testKeyDecoding,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
S3Mock,com.adobe.testing.s3mock,RangeConverterTest,convertsValidRange,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock,RangeConverterTest,convertRangeWithRangeEndUndefined,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCreateBucketAndListAllBuckets,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldUploadAndListV2Objects,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldTolerateWeirdCharactersInObjectKey,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldListWithCorrectObjectNames,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldListV2WithCorrectObjectNames,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldHonorEncodingType,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldHonorEncodingTypeV2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldUploadAndDownloadStream,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldUploadWithEncryption,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldNotUploadWithWrongEncryptionKey,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldNotUploadStreamingWithWrongEncryptionKey,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCopyObjectWithNewUserMetadata,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCopyObjectWithSourceUserMetadata,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCopyObjectEncrypted,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldNotObjectCopyWithWrongEncryptionKey,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldGetObjectMetadata,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldDeleteObject,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldBatchDeleteObjects,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldNotDeleteNonEmptyBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldGetObjectListing,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldUploadInParallel,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,checkRangeDownloads,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,multipartCopy,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldAddAndRetrieveTags,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,canAddTagsOnPutObject,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,shouldCreateAndRespectEtag,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
S3Mock,com.adobe.testing.s3mock.its,AmazonClientUploadIT,generatePresignedUrlWithResponseHeaderOverrides,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,putObjectOnNonExistingBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,putObjectEncryptedOnNonExistingBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,copyObjectToNonExistingDestinationBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,copyObjectEncryptedToNonExistingDestinationBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,getObjectMetadataWithNonExistingBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,getNonExistingObject,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,deleteFromNonExistingBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,deleteNonExistingObject,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,batchDeleteObjectsFromNonExistingBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,deleteNonExistingBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,listObjectsFromNonExistingBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,uploadParallelToNonExistingBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,multipartUploadsToNonExistingBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,listMultipartUploadsFromNonExistingBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,abortMultipartUploadInNonExistingBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,uploadMultipartWithInvalidPartNumber,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,completeMultipartUploadWithNonExistingPartNumber,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,rangeDownloadsFromNonExistingBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,rangeDownloadsFromNonExistingObject,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,multipartCopyToNonExistingBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesIT,multipartCopyNonExistingObject,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
S3Mock,com.adobe.testing.s3mock.its,ErrorResponsesV2IT,getNonExistingObject,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsLimitedAmountOfObjectsBasedOnMaxKeys,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsAllObjectsIfMaxKeysIsDefault,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsAllObjectsIfMaxKeysEqualToAmountOfObjects,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsAllObjectsIfMaxKeysMoreThanAmountOfObjects,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsEmptyListIfMaxKeysIsZero,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1MaxKeysIT,returnsAllObjectsIfMaxKeysIsNegative,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,ListObjectV1PaginationIT,shouldTruncateAndReturnNextMarker,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldInitiateMultipartAndRetrieveParts,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldListMultipartUploads,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldListMultipartUploadsWithPrefix,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldAbortMultipartUpload,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
S3Mock,com.adobe.testing.s3mock.its,MultiPartUploadIT,shouldAdherePartsInCompleteMultipartUploadRequest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
S3Mock,com.adobe.testing.s3mock.its,PlainHttpIT,getObjectUsesApplicationXmlContentType,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock.its,PlainHttpIT,listBucketsUsesApplicationXmlContentType,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock.its,PlainHttpIT,batchDeleteUsesApplicationXmlContentType,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock.its,PlainHttpIT,completeMultipartUsesApplicationXmlContentType,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock.its,PlainHttpIT,putObjectWithSpecialCharactersInTheName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
S3Mock,com.adobe.testing.s3mock.testsupport.common,S3MockStarterTest,toBeDone,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
S3Mock,com.adobe.testing.s3mock.testsupport.common,S3MockStarterTest,toBeDone,Empty test,The tool detected the smell in this test method because the test is empty.
